realwordTime,time,timeScale,speed,cruiseControlSpeed,cruiseControlOn,userSteer,userThrottle,userBrake,gameSteer,placement_x,placement_y,placement_yaw,acceleration_x,acceleration_y
2024-05-31 15:04:02.273313,0001-01-13T15:27:00Z,19.0,74.03051,74.18547,True,-0.009616677,0.0,0.0,-0.009616677,21199.1445,68.93707,0.2757922,0.0459832735,-0.03779346
2024-05-31 15:04:02.298691,0001-01-13T15:27:00Z,19.0,74.02892,74.18547,True,-0.009540116,0.0,0.0,-0.009540116,21198.8066,68.94591,0.275703073,0.04741959,-0.0197955668
2024-05-31 15:04:02.325163,0001-01-13T15:27:00Z,19.0,74.01596,74.18547,True,-0.009139499,0.0,0.0,-0.009139499,21198.1289,68.96357,0.275525928,0.0577816926,0.008842988
2024-05-31 15:04:02.350200,0001-01-13T15:27:00Z,19.0,74.01035,74.18547,True,-0.008892634,0.0,0.0,-0.008892634,21197.791,68.97238,0.2754382,0.0316090137,0.01862656
2024-05-31 15:04:02.375004,0001-01-13T15:28:00Z,19.0,74.00501,74.18547,True,-0.008684443,0.0,0.0,-0.008684443,21197.4512,68.98119,0.2753532,-0.0019650925,0.0380561873
2024-05-31 15:04:02.401305,0001-01-13T15:28:00Z,19.0,74.00635,74.18547,True,-0.008684443,0.0,0.0,-0.008684443,21197.1133,68.98996,0.27527222,-0.0323726349,0.0517192781
2024-05-31 15:04:02.426850,0001-01-13T15:28:00Z,19.0,74.00232,74.18547,True,-0.008627776,0.0,0.0,-0.008627776,21196.7754,68.99872,0.275193721,-0.05502415,0.0589221045
2024-05-31 15:04:02.454859,0001-01-13T15:28:00Z,19.0,73.9940948,74.18547,True,-0.00776510173,0.0,0.0,-0.00776510173,21195.76,69.0247955,0.274967641,-0.0692388639,0.05514719
2024-05-31 15:04:02.480474,0001-01-13T15:28:00Z,19.0,73.98115,74.18547,True,-0.00731984526,0.0,0.0,-0.00731984526,21195.082,69.04182,0.274827927,-0.09873205,0.0107090753
2024-05-31 15:04:02.505304,0001-01-13T15:28:00Z,19.0,73.9755,74.18547,True,-0.00730136735,0.0,0.0,-0.00730136735,21194.7441,69.0501556,0.274761,-0.115685359,-0.0152903488
2024-05-31 15:04:02.531689,0001-01-13T15:28:00Z,19.0,73.95805,74.18547,True,-0.00728289643,0.0,0.0,-0.00728289643,21194.0664,69.0666,0.274633229,-0.07885139,-0.07430417
2024-05-31 15:04:02.557780,0001-01-13T15:28:00Z,19.0,73.95393,74.18547,True,-0.006969829,0.0,0.0,-0.006969829,21193.7285,69.07467,0.2745665,-0.06339872,-0.0960221738
2024-05-31 15:04:02.583796,0001-01-13T15:28:00Z,19.0,73.94798,74.18547,True,-0.006841446,0.0,0.0,-0.006841446,21193.39,69.08269,0.2744985,-0.0556953736,-0.0943427756
2024-05-31 15:04:02.609433,0001-01-13T15:28:00Z,19.0,73.9408,74.18547,True,-0.007080118,0.0,0.0,-0.007080118,21192.7129,69.09845,0.274366081,-0.045126535,-0.0865854248
2024-05-31 15:04:02.635908,0001-01-13T15:28:00Z,19.0,73.93225,74.18547,True,-0.00731984526,0.0,0.0,-0.00731984526,21192.375,69.10624,0.274300277,-0.0384933241,-0.07256389
2024-05-31 15:04:02.662268,0001-01-13T15:28:00Z,19.0,73.9222641,74.18547,True,-0.00731984526,0.0,0.0,-0.00731984526,21191.36,69.12875,0.274093,0.0266219825,-0.003237186
2024-05-31 15:04:02.687494,0001-01-13T15:28:00Z,19.0,73.9178848,74.18547,True,-0.00731984526,0.0,0.0,-0.00731984526,21191.0215,69.13606,0.274020463,0.0231143162,0.0301726721
2024-05-31 15:04:02.713480,0001-01-13T15:28:00Z,19.0,73.91691,74.18547,True,-0.007412323,0.0,0.0,-0.007412323,21190.3457,69.15037,0.273878127,0.0105580809,0.0655002147
2024-05-31 15:04:02.740030,0001-01-13T15:28:00Z,19.0,73.91498,74.18547,True,-0.007895607,0.0,0.0,-0.007895607,21190.0059,69.15739,0.273807973,0.0114853121,0.07132647
2024-05-31 15:04:02.768749,0001-01-13T15:28:00Z,19.0,73.913765,74.18547,True,-0.008533439,0.0,0.0,-0.008533439,21189.668,69.16432,0.273735762,0.0175942648,0.0627256259
2024-05-31 15:04:02.793429,0001-01-13T15:28:00Z,19.0,73.9070358,74.18547,True,-0.008533439,0.0,0.0,-0.008533439,21188.6523,69.18471,0.2734966,0.103623733,0.08753079
2024-05-31 15:04:02.818503,0001-01-13T15:28:00Z,19.0,73.90117,74.18547,True,-0.008533439,0.0,0.0,-0.008533439,21188.3145,69.1912155,0.2734049,0.0539910719,0.05480224
2024-05-31 15:04:02.844973,0001-01-13T15:28:00Z,19.0,73.89693,74.18547,True,-0.009406329,0.0,0.0,-0.009406329,21187.6367,69.20388,0.2732376,0.04108645,0.0252912138
2024-05-31 15:04:02.871318,0001-01-13T15:28:00Z,19.0,73.89683,74.18547,True,-0.0101548024,0.0,0.0,-0.0101548024,21187.2969,69.21005,0.273156315,0.06121759,0.0100187305
2024-05-31 15:04:02.898779,0001-01-13T15:28:00Z,19.0,73.8949,74.18547,True,-0.0105221029,0.0,0.0,-0.0105221029,21186.959,69.2161255,0.273067355,0.08710326,0.00520531461
2024-05-31 15:04:02.924985,0001-01-13T15:28:00Z,19.0,73.89692,74.18547,True,-0.0105221029,0.0,0.0,-0.0105221029,21186.2813,69.22799,0.272865236,0.15217638,-0.00330209872
2024-05-31 15:04:02.950602,0001-01-13T15:28:00Z,19.0,73.89502,74.18547,True,-0.0109300185,0.0,0.0,-0.0109300185,21185.9434,69.23379,0.272756219,0.1512462,-0.00565574225
2024-05-31 15:04:02.976786,0001-01-13T15:28:00Z,19.0,73.8949356,74.18547,True,-0.01258112,0.0,0.0,-0.01258112,21184.9258,69.25057,0.272414178,0.160560161,0.00267696148
2024-05-31 15:04:03.002771,0001-01-13T15:28:00Z,19.0,73.89232,74.18547,True,-0.0127399154,0.0,0.0,-0.0127399154,21184.5879,69.2559738,0.272292763,0.203594029,0.00635692151
2024-05-31 15:04:03.028764,0001-01-13T15:28:00Z,19.0,73.89292,74.18547,True,-0.0127399154,0.0,0.0,-0.0127399154,21183.9082,69.2664642,0.272039771,0.194063246,0.012194179
2024-05-31 15:04:03.080825,0001-01-13T15:28:00Z,19.0,73.8972855,74.18547,True,-0.0130981477,0.0,0.0,-0.0130981477,21183.23,69.27662,0.2717909,0.116544947,0.01956143
2024-05-31 15:04:03.108965,0001-01-13T15:28:00Z,19.0,73.90201,74.18547,True,-0.0137782851,0.0,0.0,-0.0137782851,21182.5527,69.28651,0.271546066,0.0664553642,0.0344490036
2024-05-31 15:04:03.121841,0001-01-13T15:28:00Z,19.0,73.90201,74.18547,True,-0.0137782851,0.0,0.0,-0.0137782851,21182.5527,69.28651,0.271546066,0.0664553642,0.0344490036
